TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0010556", "regulation of macromolecule biosynthetic process", 11.5468946132937, null, null, 6.44643696955727, NaN, 0.765176150435911, 0.88125597, 6355, True
"GO:0031326", "regulation of cellular biosynthetic process", 11.5943238276078, null, null, 6.44821719280687, NaN, 0.763386450420813, 0.88234934, 6355, True
"GO:0051252", "regulation of RNA metabolic process", 10.2087893331606, null, null, 6.39294602970787, NaN, 0.766114467284218, 0.88823173, 6355, True
"GO:2001141", "regulation of RNA biosynthetic process", 10.0417998350015, null, null, 6.38578335100394, NaN, 0.762682606051944, 0.89130045, 6355, True
"GO:1903506", "regulation of nucleic acid-templated transcription", 10.0333524614366, null, null, 6.38541785973609, NaN, 0.762503305808769, 0.89924734, 6355, True
"GO:0034641", "cellular nitrogen compound metabolic process", 26.5656597617684, -6.71126398436758, -0.16066666157028, 6.80829228577141, NaN, 0.913573321619253, 0.22506621, null, False
"GO:0034330", "cell junction organization", 0.101356090543948, -1.94764646928621, -6.27671166094641, 4.38983916212527, NaN, 0.935986667601226, 0.31585742, null, False
"GO:0051606", "detection of stimulus", 0.458103753409723, 2.34081561245099, -5.64028099759482, 5.04493937826036, NaN, 0.962601229782793, 0.31647603, null, False
"GO:0045216", "cell-cell junction organization", 0.039341215565903, -1.43978900606056, -5.93417923053929, 3.97886498434766, NaN, 0.892742652384966, 0.32443223, null, False
"GO:0002934", "desmosome organization", 0.00304848982440533, null, null, 2.86864443839483, NaN, 0.902162615406355, 0.75523038, 45216, True
"GO:0007043", "cell-cell junction assembly", 0.0272092174435744, null, null, 3.81875359049772, NaN, 0.888587622507164, 0.85822905, 45216, True
"GO:0034329", "cell junction assembly", 0.0512336304770994, null, null, 4.09356175756529, NaN, 0.887991484505478, 0.8934574, 45216, True
"GO:0032446", "protein modification by small protein conjugation", 0.976636175709997, -4.84954230199798, 5.20166492927496, 5.37370625597784, NaN, 0.906863344146506, 0.3284177, null, False
"GO:0006139", "nucleobase-containing compound metabolic process", 19.0019021254666, -6.34361186627448, 0.704850426695684, 6.66276878331738, NaN, 0.876699379392413, 0.38689535, null, False
"GO:0044260", "cellular macromolecule metabolic process", 25.6860630480569, -5.00915404956569, 1.71035486940496, 6.79366922616413, NaN, 0.878910913644446, 0.394324, null, False
"GO:0022613", "ribonucleoprotein complex biogenesis", 1.84644302372518, -2.03720222596035, -5.82093552639159, 5.65030849470687, NaN, 0.921363050053834, 0.3986041, null, False
"GO:0042633", "hair cycle", 0.0123839735685192, 4.63561527877318, 3.4565294599039, 3.47697646575953, NaN, 0.804418520534549, 0.41931438, null, False
"GO:0044267", "cellular protein metabolic process", 15.2980696037145, -5.07661525731716, 2.67604732357757, 6.56860836192668, NaN, 0.873366050373766, 0.42748433, null, False
"GO:0070647", "protein modification by small protein conjugation or removal", 1.24380450208247, -5.1512769323685, 4.97142643189484, 5.47872517886946, NaN, 0.904211350840246, 0.48599817, null, False
"GO:0030856", "regulation of epithelial cell differentiation", 0.0232437022248358, 0.561736400745799, 7.48137951802553, 3.75035408876271, NaN, 0.885321476064325, 0.49356501, null, False
"GO:0050891", "multicellular organismal water homeostasis", 0.00907111606286465, 3.83645325942578, 4.6123587226176, 3.34183005692051, NaN, 0.706131404149769, 0.5438471, null, False
"GO:0061436", "establishment of skin barrier", 0.00446946611112002, null, null, 3.03462845662532, NaN, 0.591134650736904, 0.94691108, 50891, True
"GO:0033561", "regulation of water loss via skin", 0.00488667135809148, null, null, 3.0733517023869, NaN, 0.715319990192685, 0.95130452, 50891, True
"GO:0048871", "multicellular organismal homeostasis", 0.0584748264963169, 3.5516881787797, 4.79299010548514, 4.15097123206261, NaN, 0.698071110559604, 0.55935087, null, False
"GO:0016070", "RNA metabolic process", 8.13841862192728, -6.08499527278975, 2.01893183877491, 6.29451185775295, NaN, 0.863755395523779, 0.56875539, null, False
"GO:0006396", "RNA processing", 3.83107599133337, -6.39119986218538, 2.48488762211903, 5.96729284688461, NaN, 0.874833328416579, 0.59620101, null, False
"GO:0043588", "skin development", 0.035627675793355, 5.08753048136063, 1.87967721832175, 3.93580945380993, NaN, 0.65842951430153, 0.5976635, null, False
"GO:0008544", "epidermis development", 0.0458801849318022, 5.47494299238541, -0.259418900809563, 4.04563587107822, NaN, 0.752841769796119, 0.60923854, null, False
"GO:0060429", "epithelium development", 0.24591151250203, null, null, 4.77475776816602, NaN, 0.723887674565634, 0.78086272, 8544, True
"GO:0030855", "epithelial cell differentiation", 0.109563880897733, null, null, 4.42365539257338, NaN, 0.723393095389923, 0.833865, 8544, True
"GO:0090304", "nucleic acid metabolic process", 13.8605579446867, -5.81965606076565, 1.66393214540336, 6.52575245430283, NaN, 0.856876009305782, 0.65202597, null, False
"GO:0045604", "regulation of epidermal cell differentiation", 0.00982704240143671, 0.392680849784038, 7.73057595649797, 3.37657695705651, NaN, 0.89137064408127, 0.67158397, null, False
"GO:0009913", "epidermal cell differentiation", 0.0294935194393687, 5.73164827177327, -0.327037423293656, 3.85375903307477, NaN, 0.735481801832758, 0.67615283, null, False
"GO:0031424", "keratinization", 0.00488254061307196, null, null, 3.07298474462793, NaN, 0.648577464677402, 0.85105883, 9913, True
"GO:0030216", "keratinocyte differentiation", 0.014895466540387, null, null, 3.55714614231836, NaN, 0.627183710937591, 0.90709358, 9913, True
